training_percent, mean, iqr, saved_time, total_time, technique 
0.1,0.051930270674,0.0127302522149,238907.679702,242578.0,random_where
0.2,0.0487180903189,0.00720948143732,238828.774187,242578.0,random_where
0.3,0.0322245679623,0.00732193812445,235335.475852,242578.0,random_where
0.4,0.0369216326145,0.00812487982569,235484.314502,242578.0,random_where
0.5,0.0320293096246,0.00719901287413,235525.895327,242578.0,random_where
0.6,0.0346113516742,0.00935577126217,235574.454322,242578.0,random_where
0.7,0.0352265445419,0.0130326072692,235504.008177,242578.0,random_where
0.8,0.0364528799629,0.00563929305795,235398.055657,242578.0,random_where
0.9,0.0342758533444,0.00810261248672,235572.818127,242578.0,random_where
0.1,0.0191815140248,0.00144364494433,218210.737807,242578.0,base_line
0.2,0.0181351484512,0.00177902791213,194038.400707,242578.0,base_line
0.3,0.0170420778724,0.0020050572655,169611.943532,242578.0,base_line
0.4,0.0164962831469,0.00191246185144,145398.506417,242578.0,base_line
0.5,0.0154261005946,0.00142715811786,121292.768502,242578.0,base_line
0.6,0.0152572773767,0.000841328994309,96898.3742167,242578.0,base_line
0.7,0.0153741057078,0.00173248633757,72786.5198767,242578.0,base_line
0.8,0.0147400918898,0.00200997346481,48349.4758117,242578.0,base_line
0.9,0.01467136817,0.0019094798455,24086.9308367,242578.0,base_line
0.1,0.0576259125968,0.00786394526318,239120.374572,242578.0,exemplar_where
0.2,0.0681107709896,0.0152116370262,239193.231202,242578.0,exemplar_where
0.3,0.0546217620638,0.00805191808602,236128.673027,242578.0,exemplar_where
0.4,0.0522989732932,0.0099473296063,236118.612167,242578.0,exemplar_where
0.5,0.0583783651711,0.0150622310922,236265.668677,242578.0,exemplar_where
0.6,0.0615158214164,0.0117152195037,236321.248112,242578.0,exemplar_where
0.7,0.0613181698288,0.0189239711743,236249.074982,242578.0,exemplar_where
0.8,0.0645650513701,0.0118064410516,236369.447952,242578.0,exemplar_where
0.9,0.058703509008,0.0171090967631,236402.158432,242578.0,exemplar_where
0.1,0.0353252884361,0.00809587101667,235004.074587,242578.0,east_west_where
0.2,0.0438912044197,0.0094812371633,235153.926987,242578.0,east_west_where
0.3,0.030490052587,0.00939013801098,228251.797912,242578.0,east_west_where
0.4,0.0288976160789,0.0120797635189,228606.125392,242578.0,east_west_where
0.5,0.0365722276664,0.00745414527475,228294.314932,242578.0,east_west_where
0.6,0.0393766522104,0.00603370909358,228685.788882,242578.0,east_west_where
0.7,0.0383256901196,0.00986839362191,228820.316867,242578.0,east_west_where
0.8,0.0400467265919,0.00267877119372,228381.855287,242578.0,east_west_where
0.9,0.0444627830645,0.00893265700787,228751.526272,242578.0,east_west_where
