training_percent, mean, iqr, saved_time, total_time, technique 
0.1,0.0576775310406,0.00467490977036,67156.052933,67585.0,random_where
0.2,0.0599980097139,0.00674452775176,67112.195348,67585.0,random_where
0.3,0.0555435135341,0.00682341423589,66827.703578,67585.0,random_where
0.4,0.0544223158161,0.00606513711652,66823.522348,67585.0,random_where
0.5,0.0573560271442,0.00475659342679,66854.947433,67585.0,random_where
0.6,0.0575675056097,0.00597203231362,66841.631983,67585.0,random_where
0.7,0.0561176148816,0.00265718443854,66860.279278,67585.0,random_where
0.8,0.0559150379296,0.00299189819752,66843.248613,67585.0,random_where
0.9,0.0545310139155,0.00858802346444,66400.245173,67585.0,random_where
0.1,0.0452189624432,0.00228505766401,60811.003378,67585.0,base_line
0.2,0.0445176374788,0.00248740756407,54058.852298,67585.0,base_line
0.3,0.0439156549222,0.00122065497568,47315.343978,67585.0,base_line
0.4,0.0447443541252,0.00103734855391,40542.967723,67585.0,base_line
0.5,0.0452321485629,0.0014214877492,33797.443858,67585.0,base_line
0.6,0.0463861896166,0.000845437266036,27034.135128,67585.0,base_line
0.7,0.0473587680346,0.00154704266171,20257.778083,67585.0,base_line
0.8,0.0491913947752,0.00187205168807,13509.475908,67585.0,base_line
0.9,0.0495432046511,0.00279375488969,6749.11008798,67585.0,base_line
0.1,0.0790735077525,0.00578163190147,67186.350458,67585.0,exemplar_where
0.2,0.0848853605614,0.00370921173714,67155.439553,67585.0,exemplar_where
0.3,0.084985192542,0.00259346247921,66901.582788,67585.0,exemplar_where
0.4,0.0868038602295,0.00443285650891,66884.579198,67585.0,exemplar_where
0.5,0.0895578362043,0.00470552562242,66919.935783,67585.0,exemplar_where
0.6,0.0913143363181,0.00363213365891,66915.436568,67585.0,exemplar_where
0.7,0.0941405830228,0.00406371310137,66917.668598,67585.0,exemplar_where
0.8,0.0938913372572,0.0049818080706,66904.210948,67585.0,exemplar_where
0.9,0.0896277240428,0.00435067361693,66523.598033,67585.0,exemplar_where
0.1,0.0771447405727,0.00878152148537,66715.681478,67585.0,east_west_where
0.2,0.0849490606669,0.00601894461426,66632.577698,67585.0,east_west_where
0.3,0.0790375687174,0.00295302843428,66069.183093,67585.0,east_west_where
0.4,0.0796733871808,0.00817741199987,66088.939488,67585.0,east_west_where
0.5,0.0852664939565,0.0104676753566,66106.293123,67585.0,east_west_where
0.6,0.0835137031845,0.00469737091219,66088.770188,67585.0,east_west_where
0.7,0.0858600946024,0.00577217618107,66080.041123,67585.0,east_west_where
0.8,0.0880003808617,0.00619098214697,66112.789088,67585.0,east_west_where
0.9,0.0813654121959,0.00442152466159,65231.908003,67585.0,east_west_where
